"customer_id";"email";"first_name";"last_name";"age";"gender";"country";"acquisition_source";"signup_date";"is_subscribed";"customer_segment"
68;"user68@gmail.com";"David";"Davis";25;"";"Canada";"referral";"2024-02-19";0;"Basic"
69;"user69@gmail.com";"David";"Jones";0;"";"United States";"email";"2023-12-27";0;"Unassigned"
70;"user70@gmail.com";"Mike";"Brown";0;"";"United Kingdom";"direct";"2024-07-02";1;"Premium"
71;"user71@outlook.com";"Mike";"Jones";25;"";"United States";"social_media";"2023-07-18";1;"Standard"
74;"user74@gmail.com";"David";"Johnson";33;"";"Canada";"referral";"2023-06-02";0;"Standard"
75;"user75@gmail.com";"Jane";"Jones";25;"";"United States";"social_media";"2024-01-25";1;"Standard"
76;"user76@gmail.com";"Sarah";"Brown";34;"";"United States";"social_media";"2023-04-12";0;"Premium"
80;"user80@gmail.com";"Jane";"Smith";0;"";"United Kingdom";"email";"2024-06-07";1;"Premium"
82;"user82@gmail.com";"David";"Williams";0;"";"United States";"paid_search";"2024-10-29";0;"Premium"
83;"user83@gmail.com";"Jane";"Williams";0;"";"United States";"organic_search";"2023-12-08";0;"Premium"
84;"user84@outlook.com";"Emily";"Johnson";0;"";"United States";"email";"2024-04-10";0;"Premium"
86;"user86@gmail.com";"Jane";"Johnson";25;"";"United States";"organic_search";"2023-10-22";0;"Premium"
87;"user87@gmail.com";"Sarah";"Johnson";47;"";"United Kingdom";"social_media";"2024-07-19";0;"Unassigned"
89;"user89@gmail.com";"Mike";"Johnson";0;"";"United Kingdom";"referral";"2024-04-06";1;"Basic"
93;"user93@gmail.com";"Jane";"Johnson";0;"";"United States";"social_media";"2023-12-06";1;"Premium"
94;"user94@gmail.com";"David";"Davis";0;"";"Canada";"paid_search";"2024-04-25";1;"Basic"
95;"user95@gmail.com";"Jane";"Smith";57;"";"United States";"social_media";"2024-10-03";0;"Premium"
97;"user97@gmail.com";"Mike";"Brown";0;"";"United States";"paid_search";"2024-01-03";1;"Premium"
99;"user99@gmail.com";"Jane";"Jones";25;"";"United States";"email";"2023-09-19";0;"Standard"
100;"user100@gmail.com";"John";"Jones";0;"";"Canada";"email";"2023-11-03";0;"Standard"
103;"user103@gmail.com";"Mike";"Johnson";75;"";"United Kingdom";"organic_search";"2023-07-14";0;"Unassigned"
106;"user106@gmail.com";"John";"Davis";0;"";"United States";"email";"2023-08-20";0;"Premium"
112;"user112@outlook.com";"Sarah";"Johnson";0;"";"United States";"email";"2024-01-03";1;"Premium"
115;"user115@gmail.com";"Mike";"Smith";0;"";"Canada";"paid_search";"2024-11-07";1;"Basic"
117;"user117@gmail.com";"Sarah";"Smith";25;"";"United Kingdom";"referral";"2023-04-22";1;"Premium"
119;"user119@outlook.com";"John";"Jones";25;"";"Canada";"referral";"2023-05-10";0;"Unassigned"
122;"user122@yahoo.com";"Emily";"Williams";53;"";"United Kingdom";"referral";"2023-03-29";0;"Unassigned"
123;"user123@gmail.com";"John";"Smith";25;"";"Canada";"organic_search";"2023-05-06";0;"Standard"
124;"user124@gmail.com";"Sarah";"Johnson";25;"";"United States";"email";"2023-08-06";0;"Premium"
127;"user127@gmail.com";"Mike";"Davis";0;"";"United Kingdom";"referral";"2024-03-05";1;"Standard"
128;"user128@gmail.com";"John";"Johnson";0;"";"United Kingdom";"referral";"2023-06-11";0;"Premium"
131;"user131@company.org";"John";"Williams";0;"";"United States";"organic_search";"2023-12-02";0;"Unassigned"
132;"user132@yahoo.com";"John";"Smith";47;"";"United Kingdom";"email";"2023-12-29";1;"Unassigned"
135;"user135@hotmail.com";"Jane";"Johnson";25;"";"Canada";"direct";"2023-12-14";1;"Standard"
136;"user136@hotmail.com";"Mike";"Williams";66;"";"United Kingdom";"organic_search";"2023-04-16";0;"Unassigned"
138;"user138@gmail.com";"David";"Smith";25;"";"United States";"social_media";"2024-10-08";0;"Premium"
139;"user139@gmail.com";"David";"Johnson";59;"";"United Kingdom";"organic_search";"2023-02-28";1;"Premium"
141;"user141@gmail.com";"Jane";"Johnson";0;"";"United Kingdom";"direct";"2023-06-04";1;"Standard"
142;"user142@gmail.com";"Jane";"Williams";0;"";"Canada";"organic_search";"2024-12-25";0;"Unassigned"
143;"user143@outlook.com";"Jane";"Davis";25;"";"United States";"paid_search";"2024-04-09";1;"Basic"
144;"user144@gmail.com";"Mike";"Davis";0;"";"United Kingdom";"organic_search";"2023-03-25";1;"Standard"
145;"user145@gmail.com";"Emily";"Williams";25;"";"Canada";"organic_search";"2024-01-21";0;"Premium"
146;"user146@gmail.com";"Sarah";"Davis";0;"";"United States";"email";"2024-01-07";1;"Premium"
147;"user147@gmail.com";"Jane";"Smith";0;"";"United States";"paid_search";"2023-10-30";1;"Standard"
148;"user148@hotmail.com";"Jane";"Smith";0;"";"United Kingdom";"paid_search";"2023-06-16";1;"Unassigned"
150;"user150@gmail.com";"John";"Williams";0;"";"United States";"organic_search";"2024-01-27";1;"Unassigned"
154;"user154@gmail.com";"Mike";"Williams";0;"";"United States";"paid_search";"2024-10-27";0;"Standard"
155;"user155@gmail.com";"John";"Jones";0;"";"United Kingdom";"direct";"2023-01-06";1;"Premium"
156;"user156@yahoo.com";"John";"Brown";25;"";"United States";"email";"2023-10-23";0;"Standard"
157;"user157@hotmail.com";"Mike";"Jones";45;"";"Canada";"social_media";"2024-07-02";1;"Standard"
161;"user161@gmail.com";"Jane";"Williams";0;"";"United Kingdom";"organic_search";"2024-04-20";1;"Standard"
162;"user162@gmail.com";"John";"Davis";25;"";"United Kingdom";"paid_search";"2023-02-14";1;"Premium"
163;"user163@outlook.com";"John";"Davis";35;"";"Canada";"paid_search";"2024-10-24";0;"Premium"
165;"user165@gmail.com";"Mike";"Jones";38;"";"Canada";"email";"2024-08-09";1;"Premium"
167;"user167@gmail.com";"John";"Johnson";0;"";"United Kingdom";"organic_search";"2024-10-16";1;"Standard"
168;"user168@gmail.com";"Jane";"Smith";26;"";"Canada";"email";"2024-09-14";1;"Standard"
169;"user169@gmail.com";"Jane";"Davis";0;"";"United Kingdom";"email";"2023-02-03";0;"Basic"
170;"user170@gmail.com";"David";"Brown";25;"";"United Kingdom";"paid_search";"2024-02-12";1;"Standard"
171;"user171@outlook.com";"Jane";"Brown";0;"";"United States";"social_media";"2023-05-01";1;"Premium"
172;"user172@company.org";"Jane";"Davis";0;"";"United Kingdom";"email";"2024-04-07";1;"Basic"
173;"user173@gmail.com";"Mike";"Davis";0;"";"United States";"paid_search";"2023-06-11";0;"Premium"
178;"user178@gmail.com";"David";"Brown";25;"";"United States";"organic_search";"2023-10-18";0;"Premium"
181;"user181@gmail.com";"John";"Jones";47;"";"United States";"organic_search";"2023-09-08";1;"Premium"
182;"user182@hotmail.com";"Emily";"Davis";0;"";"United States";"email";"2024-04-20";0;"Standard"
183;"user183@gmail.com";"Jane";"Johnson";0;"";"United States";"direct";"2023-04-19";1;"Basic"
184;"user184@gmail.com";"John";"Brown";0;"";"United Kingdom";"referral";"2024-01-29";0;"Standard"
186;"user186@gmail.com";"Sarah";"Davis";21;"";"United Kingdom";"social_media";"2024-04-13";0;"Basic"
187;"user187@yahoo.com";"John";"Williams";0;"";"Canada";"referral";"2024-03-07";1;"Premium"
188;"user188@gmail.com";"Sarah";"Davis";0;"";"Canada";"paid_search";"2023-02-22";0;"Standard"
197;"user197@gmail.com";"Emily";"Davis";0;"";"United Kingdom";"social_media";"2024-04-15";0;"Basic"
198;"user198@outlook.com";"David";"Brown";0;"";"United Kingdom";"referral";"2024-07-25";0;"Unassigned"
199;"user199@company.org";"John";"Davis";0;"";"United States";"referral";"2023-08-10";0;"Basic"
200;"user200@gmail.com";"Jane";"Brown";25;"";"United Kingdom";"social_media";"2024-03-28";1;"Premium"
201;"user201@gmail.com";"Sarah";"Brown";25;"";"United States";"paid_search";"2024-09-22";0;"Premium"
202;"user202@gmail.com";"Jane";"Williams";25;"";"Canada";"email";"2023-12-05";0;"Unassigned"
203;"user203@gmail.com";"David";"Davis";36;"";"United Kingdom";"email";"2023-07-24";0;"Unassigned"
205;"user205@gmail.com";"John";"Jones";25;"";"Canada";"paid_search";"2023-10-24";0;"Unassigned"
207;"user207@gmail.com";"John";"Davis";0;"";"United States";"email";"2023-09-21";1;"Premium"
208;"user208@gmail.com";"John";"Johnson";0;"";"Canada";"social_media";"2024-06-11";1;"Basic"
209;"user209@outlook.com";"Emily";"Jones";25;"";"United States";"email";"2024-01-28";0;"Premium"
211;"user211@hotmail.com";"Jane";"Williams";25;"";"Canada";"paid_search";"2023-08-15";0;"Standard"
212;"user212@gmail.com";"Sarah";"Johnson";0;"";"Canada";"social_media";"2024-11-11";0;"Premium"
213;"user213@gmail.com";"Sarah";"Williams";0;"";"United Kingdom";"social_media";"2024-07-14";0;"Unassigned"
215;"user215@company.org";"David";"Smith";0;"";"United States";"social_media";"2024-07-31";0;"Premium"
216;"user216@gmail.com";"Jane";"Smith";75;"";"United States";"email";"2024-09-03";1;"Standard"
217;"user217@gmail.com";"John";"Davis";0;"";"Canada";"organic_search";"2023-05-19";0;"Unassigned"
218;"user218@gmail.com";"Mike";"Davis";0;"";"Canada";"social_media";"2024-11-08";1;"Unassigned"
219;"user219@gmail.com";"John";"Jones";25;"";"United Kingdom";"paid_search";"2023-08-17";0;"Standard"
220;"user220@gmail.com";"David";"Brown";74;"";"Canada";"referral";"2024-04-16";1;"Standard"
221;"user221@yahoo.com";"Jane";"Smith";33;"";"United Kingdom";"social_media";"2023-07-31";0;"Standard"
222;"user222@outlook.com";"Sarah";"Davis";25;"";"United States";"paid_search";"2023-02-27";1;"Unassigned"
223;"user223@outlook.com";"David";"Smith";25;"";"Canada";"email";"2024-06-17";0;"Premium"
224;"user224@gmail.com";"John";"Davis";0;"";"United States";"organic_search";"2023-12-19";1;"Standard"
225;"user225@gmail.com";"Sarah";"Jones";0;"";"United States";"organic_search";"2024-07-04";1;"Premium"
226;"user226@gmail.com";"John";"Brown";0;"";"United States";"email";"2024-07-24";0;"Premium"
227;"user227@gmail.com";"Sarah";"Smith";0;"";"United Kingdom";"direct";"2024-07-02";0;"Standard"
229;"user229@gmail.com";"Jane";"Brown";25;"";"Canada";"referral";"2023-05-01";0;"Basic"
231;"user231@gmail.com";"Emily";"Brown";0;"";"United States";"social_media";"2024-04-25";0;"Unassigned"
232;"user232@company.org";"David";"Williams";0;"";"Canada";"paid_search";"2023-05-30";0;"Premium"
233;"user233@gmail.com";"Emily";"Jones";0;"";"United Kingdom";"paid_search";"2024-07-17";0;"Standard"
234;"user234@gmail.com";"Jane";"Williams";25;"";"United Kingdom";"paid_search";"2023-05-24";0;"Unassigned"
235;"user235@gmail.com";"John";"Williams";0;"";"United States";"email";"2023-02-19";0;"Standard"
238;"user238@outlook.com";"Emily";"Jones";0;"";"Canada";"email";"2023-06-02";0;"Standard"
239;"user239@gmail.com";"Sarah";"Jones";61;"";"United States";"paid_search";"2023-09-07";1;"Premium"
240;"user240@gmail.com";"John";"Williams";0;"";"Canada";"email";"2024-07-19";0;"Standard"
241;"user241@company.org";"David";"Smith";0;"";"United Kingdom";"direct";"2023-02-13";1;"Basic"
247;"user247@gmail.com";"Jane";"Davis";0;"";"United States";"organic_search";"2023-01-06";1;"Premium"
249;"user249@gmail.com";"John";"Smith";0;"";"United States";"direct";"2024-09-04";0;"Standard"
250;"user250@company.org";"Mike";"Williams";0;"";"United Kingdom";"referral";"2024-06-17";0;"Standard"
251;"user251@outlook.com";"Jane";"Johnson";0;"";"United Kingdom";"organic_search";"2024-03-21";0;"Premium"
252;"user252@yahoo.com";"John";"Davis";25;"";"Canada";"organic_search";"2023-04-20";0;"Premium"
253;"user253@gmail.com";"Mike";"Jones";25;"";"United Kingdom";"referral";"2024-10-28";1;"Premium"
256;"user256@company.org";"Jane";"Williams";0;"";"United States";"paid_search";"2024-12-10";1;"Premium"
259;"user259@gmail.com";"John";"Davis";0;"";"United States";"paid_search";"2024-10-22";1;"Standard"
261;"user261@gmail.com";"Jane";"Johnson";0;"";"United States";"paid_search";"2023-12-20";0;"Basic"
263;"user263@yahoo.com";"John";"Davis";59;"";"United States";"email";"2023-11-04";1;"Standard"
270;"user270@gmail.com";"Mike";"Williams";0;"";"United States";"organic_search";"2024-05-13";0;"Standard"
274;"user274@gmail.com";"Emily";"Smith";0;"";"United States";"direct";"2024-07-10";0;"Unassigned"
275;"user275@gmail.com";"David";"Smith";0;"";"United States";"paid_search";"2024-10-31";0;"Standard"
282;"user282@gmail.com";"Emily";"Jones";25;"";"United States";"organic_search";"2023-08-05";0;"Basic"
283;"user283@gmail.com";"John";"Johnson";0;"";"United States";"organic_search";"2024-11-29";0;"Premium"
284;"user284@gmail.com";"John";"Brown";0;"";"United States";"email";"2023-01-01";0;"Unassigned"
285;"user285@outlook.com";"Mike";"Smith";0;"";"Canada";"paid_search";"2024-01-05";0;"Premium"
286;"user286@gmail.com";"Mike";"Brown";0;"";"United States";"email";"2023-07-08";0;"Premium"
288;"user288@gmail.com";"Mike";"Williams";25;"";"United States";"paid_search";"2024-01-27";1;"Premium"
293;"user293@gmail.com";"Emily";"Williams";25;"";"Canada";"referral";"2023-01-13";1;"Premium"
294;"user294@yahoo.com";"John";"Jones";31;"";"Canada";"organic_search";"2023-03-16";1;"Unassigned"
297;"user297@gmail.com";"Sarah";"Smith";33;"";"United States";"social_media";"2024-12-16";1;"Basic"
298;"user298@gmail.com";"Mike";"Johnson";0;"";"United States";"email";"2024-11-13";0;"Standard"
299;"user299@gmail.com";"David";"Williams";0;"";"United States";"paid_search";"2024-06-13";0;"Premium"
300;"user300@gmail.com";"David";"Johnson";0;"";"Canada";"email";"2023-10-06";0;"Standard"
301;"user301@gmail.com";"David";"Johnson";25;"";"United States";"email";"2023-06-20";1;"Premium"
303;"user303@gmail.com";"Emily";"Jones";70;"";"Canada";"paid_search";"2023-09-12";0;"Unassigned"
304;"user304@yahoo.com";"John";"Johnson";0;"";"United States";"paid_search";"2023-02-23";0;"Standard"
305;"user305@hotmail.com";"David";"Jones";25;"";"United Kingdom";"social_media";"2024-12-04";0;"Standard"
306;"user306@gmail.com";"Sarah";"Williams";0;"";"United States";"direct";"2024-07-13";0;"Unassigned"
307;"user307@gmail.com";"Emily";"Smith";0;"";"United States";"paid_search";"2024-12-11";0;"Standard"
308;"user308@gmail.com";"John";"Williams";0;"";"United States";"organic_search";"2024-03-05";0;"Premium"
309;"user309@gmail.com";"Jane";"Johnson";55;"";"United States";"social_media";"2024-12-18";0;"Standard"
310;"user310@hotmail.com";"Sarah";"Jones";0;"";"Canada";"organic_search";"2024-04-08";0;"Basic"
311;"user311@hotmail.com";"Mike";"Johnson";27;"";"United Kingdom";"organic_search";"2023-08-28";0;"Premium"
314;"user314@outlook.com";"David";"Williams";0;"";"United Kingdom";"direct";"2024-06-09";0;"Premium"
315;"user315@hotmail.com";"Jane";"Smith";0;"";"United States";"referral";"2024-04-18";0;"Unassigned"
316;"user316@gmail.com";"Jane";"Jones";70;"";"United States";"social_media";"2024-10-07";0;"Standard"
317;"user317@gmail.com";"Emily";"Johnson";0;"";"United States";"organic_search";"2023-04-05";1;"Unassigned"
325;"user325@gmail.com";"Jane";"Smith";23;"";"United Kingdom";"direct";"2024-07-09";1;"Standard"
326;"user326@hotmail.com";"Mike";"Davis";0;"";"United States";"social_media";"2024-05-04";1;"Standard"
327;"user327@gmail.com";"Jane";"Davis";0;"";"United Kingdom";"paid_search";"2024-12-22";0;"Basic"
331;"user331@outlook.com";"Mike";"Johnson";0;"";"United States";"organic_search";"2023-03-21";0;"Standard"
332;"user332@outlook.com";"Jane";"Smith";0;"";"Canada";"social_media";"2024-12-10";1;"Premium"
333;"user333@gmail.com";"John";"Johnson";0;"";"United States";"email";"2024-01-23";0;"Premium"
334;"user334@outlook.com";"David";"Johnson";0;"";"Canada";"email";"2023-02-04";0;"Standard"
337;"user337@company.org";"Mike";"Smith";41;"";"United States";"referral";"2023-09-04";0;"Standard"
338;"user338@hotmail.com";"David";"Johnson";48;"";"Canada";"social_media";"2023-04-10";0;"Unassigned"
339;"user339@company.org";"Mike";"Davis";0;"";"United States";"paid_search";"2023-09-29";1;"Basic"
340;"user340@gmail.com";"Sarah";"Jones";54;"";"United States";"email";"2024-03-26";0;"Standard"
343;"user343@gmail.com";"Mike";"Johnson";0;"";"United States";"email";"2024-11-24";0;"Standard"
344;"user344@gmail.com";"John";"Brown";0;"";"United States";"organic_search";"2023-02-13";0;"Premium"
346;"user346@gmail.com";"Mike";"Johnson";25;"";"United States";"paid_search";"2023-04-26";0;"Premium"
348;"user348@gmail.com";"Emily";"Brown";0;"";"Canada";"email";"2024-02-10";0;"Basic"
349;"user349@company.org";"Jane";"Brown";0;"";"Canada";"organic_search";"2023-11-15";1;"Standard"
352;"user352@company.org";"John";"Davis";0;"";"Canada";"referral";"2023-03-01";0;"Premium"
353;"user353@gmail.com";"John";"Brown";0;"";"United Kingdom";"social_media";"2024-10-12";0;"Standard"
354;"user354@gmail.com";"Mike";"Jones";65;"";"United States";"email";"2024-07-18";1;"Standard"
355;"user355@gmail.com";"Sarah";"Brown";0;"";"United States";"email";"2024-08-08";0;"Premium"
356;"user356@hotmail.com";"Mike";"Smith";0;"";"United States";"paid_search";"2024-11-29";1;"Premium"
358;"user358@gmail.com";"Emily";"Jones";37;"";"United States";"paid_search";"2024-07-06";1;"Unassigned"
359;"user359@gmail.com";"David";"Jones";0;"";"United States";"direct";"2023-11-29";1;"Unassigned"
361;"user361@gmail.com";"Sarah";"Davis";0;"";"United Kingdom";"organic_search";"2024-12-26";0;"Basic"
363;"user363@gmail.com";"Jane";"Brown";0;"";"Canada";"paid_search";"2024-11-27";0;"Basic"
364;"user364@yahoo.com";"Jane";"Smith";25;"";"United Kingdom";"paid_search";"2024-08-22";0;"Standard"
366;"user366@gmail.com";"Jane";"Williams";0;"";"United Kingdom";"organic_search";"2024-06-08";1;"Basic"
367;"user367@company.org";"David";"Brown";0;"";"United States";"direct";"2024-10-11";0;"Standard"
369;"user369@gmail.com";"Emily";"Brown";19;"";"United States";"email";"2024-01-18";1;"Standard"
372;"user372@hotmail.com";"Mike";"Brown";64;"";"United Kingdom";"email";"2024-02-18";0;"Basic"
374;"user374@gmail.com";"John";"Smith";62;"";"United Kingdom";"social_media";"2023-04-21";0;"Standard"
375;"user375@gmail.com";"Mike";"Brown";62;"";"Canada";"email";"2023-09-16";0;"Basic"
379;"user379@gmail.com";"Jane";"Johnson";64;"";"United States";"referral";"2024-11-16";1;"Basic"
380;"user380@hotmail.com";"John";"Jones";0;"";"United States";"organic_search";"2024-04-20";1;"Premium"
381;"user381@gmail.com";"Mike";"Davis";0;"";"United States";"email";"2023-05-22";0;"Basic"
382;"user382@company.org";"Jane";"Jones";0;"";"Canada";"social_media";"2023-07-07";0;"Standard"
383;"user383@gmail.com";"Mike";"Johnson";25;"";"United Kingdom";"paid_search";"2024-12-13";1;"Standard"
385;"user385@outlook.com";"John";"Brown";0;"";"United Kingdom";"social_media";"2023-02-17";0;"Premium"
386;"user386@gmail.com";"Jane";"Davis";0;"";"United Kingdom";"referral";"2024-11-08";1;"Premium"
388;"user388@gmail.com";"John";"Brown";0;"";"United States";"email";"2023-12-05";0;"Premium"
390;"user390@gmail.com";"John";"Johnson";25;"";"United States";"referral";"2023-02-06";0;"Standard"
391;"user391@gmail.com";"Emily";"Davis";70;"";"United Kingdom";"direct";"2024-01-11";0;"Standard"
393;"user393@gmail.com";"Emily";"Johnson";0;"";"United States";"organic_search";"2023-10-26";0;"Basic"
394;"user394@yahoo.com";"John";"Brown";0;"";"United States";"social_media";"2024-09-17";1;"Unassigned"
399;"user399@outlook.com";"Emily";"Williams";0;"";"United Kingdom";"social_media";"2023-11-08";0;"Basic"
401;"user401@gmail.com";"John";"Smith";0;"";"United States";"email";"2023-01-26";1;"Premium"
402;"user402@gmail.com";"Sarah";"Smith";0;"";"United Kingdom";"direct";"2024-12-08";0;"Unassigned"
403;"user403@gmail.com";"Sarah";"Jones";62;"";"Canada";"paid_search";"2024-10-24";0;"Standard"
405;"user405@hotmail.com";"Jane";"Williams";25;"";"Canada";"organic_search";"2023-07-18";1;"Basic"
407;"user407@outlook.com";"Jane";"Davis";0;"";"United States";"organic_search";"2024-09-03";0;"Premium"
408;"user408@company.org";"Jane";"Davis";0;"";"Canada";"email";"2024-01-06";1;"Standard"
410;"user410@gmail.com";"John";"Johnson";0;"";"United States";"email";"2024-11-29";0;"Basic"
413;"user413@gmail.com";"John";"Johnson";0;"";"United Kingdom";"direct";"2024-04-07";1;"Premium"
416;"user416@yahoo.com";"Emily";"Johnson";0;"";"United States";"organic_search";"2024-08-22";0;"Premium"
418;"user418@outlook.com";"John";"Williams";25;"";"United Kingdom";"organic_search";"2024-10-11";1;"Standard"
419;"user419@gmail.com";"David";"Brown";0;"";"Canada";"social_media";"2024-07-14";1;"Standard"
420;"user420@outlook.com";"Sarah";"Johnson";25;"";"United Kingdom";"social_media";"2023-07-08";0;"Premium"
421;"user421@gmail.com";"David";"Johnson";25;"";"Canada";"social_media";"2023-10-25";1;"Unassigned"
424;"user424@hotmail.com";"John";"Jones";0;"";"Canada";"paid_search";"2023-11-17";0;"Premium"
425;"user425@gmail.com";"Jane";"Johnson";25;"";"United States";"email";"2024-01-03";0;"Standard"
426;"user426@gmail.com";"Jane";"Johnson";75;"";"United States";"paid_search";"2023-09-27";1;"Standard"
428;"user428@gmail.com";"David";"Williams";25;"";"United States";"referral";"2024-08-26";0;"Standard"
432;"user432@gmail.com";"David";"Jones";25;"";"United States";"social_media";"2024-12-21";1;"Basic"
433;"user433@gmail.com";"Jane";"Jones";0;"";"Canada";"paid_search";"2024-08-24";0;"Premium"
434;"user434@gmail.com";"John";"Williams";0;"";"United States";"email";"2024-05-08";1;"Standard"
438;"user438@gmail.com";"David";"Johnson";0;"";"United Kingdom";"referral";"2024-07-31";1;"Standard"
440;"user440@company.org";"John";"Williams";24;"";"United Kingdom";"email";"2024-08-27";1;"Standard"
444;"user444@gmail.com";"Jane";"Jones";25;"";"United States";"organic_search";"2024-05-03";1;"Unassigned"
445;"user445@gmail.com";"Jane";"Smith";0;"";"Canada";"referral";"2023-08-01";0;"Standard"
446;"user446@gmail.com";"David";"Jones";25;"";"United Kingdom";"direct";"2024-12-03";1;"Unassigned"
448;"user448@gmail.com";"John";"Williams";72;"";"United Kingdom";"social_media";"2024-08-14";0;"Standard"
449;"user449@gmail.com";"Emily";"Smith";0;"";"United States";"organic_search";"2024-06-04";0;"Standard"
450;"user450@outlook.com";"Sarah";"Davis";25;"";"Canada";"email";"2024-03-21";0;"Basic"
451;"user451@gmail.com";"John";"Williams";0;"";"United States";"social_media";"2024-12-29";0;"Basic"
454;"user454@outlook.com";"Emily";"Jones";25;"";"United Kingdom";"direct";"2024-07-16";1;"Basic"
455;"user455@gmail.com";"Jane";"Johnson";0;"";"United States";"email";"2023-06-29";1;"Standard"
457;"user457@company.org";"Sarah";"Brown";0;"";"Canada";"email";"2023-04-30";0;"Premium"
458;"user458@gmail.com";"Sarah";"Jones";0;"";"United States";"paid_search";"2024-12-18";1;"Premium"
461;"user461@gmail.com";"Emily";"Davis";25;"";"United Kingdom";"email";"2023-02-13";0;"Basic"
464;"user464@gmail.com";"David";"Williams";0;"";"United States";"paid_search";"2024-01-06";0;"Basic"
