customer_id,email,first_name,last_name,age,gender,country,acquisition_source,signup_date,is_subscribed,customer_segment
120,user120@gmail.com,,Brown,150,Female,CA,paid_search,28-10-2024,False,premium
121,user121@gmail.com,Emily,,-5,female,United States,referral,2024/03/01,0,Premium
122,user122@yahoo.com,Emily,Williams,53,,United Kingdom,referral,03-29-2023,FALSE,
123,user123@gmail.com,JOHN,Smith,twenty-five,male,Canada,organic_search,2023-05-06,,Standard
124,user124@gmail.com,Sarah,Johnson,twenty-five,female,US,email,08-06-2023,No,premium
125,user125@gmail.com,,Smith,-5,M,United States,email,28-07-2024,TRUE,Basic
126,user126@hotmail.com,,,,M,US,organic_search,12-26-2023,No,premium
127,user127@gmail.com,Mike,davis,-5,,GB,referral,2024-03-05,1,Standard
128,user128@gmail.com,John,Johnson,150,m,UK,referral,06-11-2023,False,premium
129,user129@yahoo.com,Emily,,-5,,UK,email,10-07-2023,TRUE,Premium
130,user130@gmail.com,,Smith,,male,usa,paid_search,08/14/2023,TRUE,Basic
131,user131@company.org,JOHN,Williams,150,,usa,organic_search,12-02-2023,,
132,user132@yahoo.com,JOHN,Smith,47,female,GB,email,2023/12/29,True,
133,user133@gmail.com,Jane,,-5,Male,GB,email,2024/10/17,FALSE,Premium
134,user134@gmail.com,Sarah,,150,,US,organic_search,2024/03/23,TRUE,
135,user135@hotmail.com,Jane,Johnson,twenty-five,Female,Canada,direct,14-12-2023,Yes,Standard
136,user136@hotmail.com,Mike,Williams,66,Male,UK,organic_search,2023/04/16,False,
137,user137@gmail.com,,davis,-5,Male,UK,paid_search,2024-08-01,False,premium
138,user138@gmail.com,David,Smith,twenty-five,F,U.S.A,social_media,2024/10/08,False,Premium
139,user139@gmail.com,David,Johnson,59,,GB,organic_search,02-28-2023,True,premium
140,user140@gmail.com,John,,twenty-five,Female,Canada,direct,08-17-2024,False,STANDARD
141,user141@gmail.com,jane,Johnson,-5,F,United Kingdom,direct,06/04/2023,1,Standard
142,user142@gmail.com,jane,Williams,-5,male,CA,organic_search,2024/12/25,FALSE,
143,user143@outlook.com,Jane,davis,twenty-five,m,U.S.A,paid_search,04-09-2024,Yes,Basic
144,user144@gmail.com,Mike,davis,150,Male,GB,organic_search,2023-03-25,TRUE,STANDARD
145,user145@gmail.com,Emily,Williams,twenty-five,F,CA,organic_search,01-21-2024,FALSE,Premium
146,user146@gmail.com,Sarah,davis,150,Female,usa,email,01/07/2024,Yes,Premium
147,user147@gmail.com,Jane,Smith,-5,,United States,paid_search,10-30-2023,True,Standard
148,user148@hotmail.com,jane,Smith,-5,Female,UK,paid_search,06-16-2023,TRUE,
149,user149@hotmail.com,David,,,female,GB,email,2024/04/04,False,Basic
150,user150@gmail.com,JOHN,Williams,,,United States,organic_search,27-01-2024,1,
151,user151@gmail.com,,Johnson,twenty-five,F,U.S.A,direct,2024-05-07,Yes,Basic
152,user152@gmail.com,Mike,,,f,Canada,email,2024-04-05,True,Premium
153,user153@gmail.com,Sarah,,-5,Female,USA,email,10-02-2024,0,
154,user154@gmail.com,Mike,Williams,-5,f,United States,paid_search,2024/10/27,False,STANDARD
155,user155@gmail.com,John,JONES,,,GB,direct,01-06-2023,True,Premium
156,user156@yahoo.com,John,Brown,twenty-five,f,US,email,2023-10-23,False,STANDARD
157,user157@hotmail.com,Mike,JONES,45,,Canada,social_media,07/02/2024,True,Standard
158,user158@gmail.com,,davis,twenty-five,,United Kingdom,social_media,11-11-2024,,Premium
159,user159@gmail.com,John,,-5,M,Canada,email,2024-02-04,FALSE,Standard
160,user160@gmail.com,,davis,26,female,United Kingdom,social_media,03-11-2024,Yes,
161,user161@gmail.com,jane,Williams,,F,UK,organic_search,2024-04-20,TRUE,Standard
162,user162@gmail.com,John,davis,twenty-five,m,United Kingdom,paid_search,2023/02/14,TRUE,Premium
163,user163@outlook.com,John,davis,35,female,CA,paid_search,2024/10/24,False,premium
164,user164@gmail.com,jane,,twenty-five,male,US,paid_search,2023/12/14,0,premium
165,user165@gmail.com,Mike,JONES,38,F,Canada,email,08-09-2024,TRUE,premium
166,user166@gmail.com,Mike,,150,M,Canada,referral,09-09-2024,True,Basic
167,user167@gmail.com,John,Johnson,150,female,United Kingdom,organic_search,10/16/2024,1,Standard
168,user168@gmail.com,jane,Smith,26,Female,Canada,email,14-09-2024,True,STANDARD
169,user169@gmail.com,jane,davis,150,F,GB,email,02/03/2023,,Basic
170,user170@gmail.com,David,Brown,25,Male,UK,paid_search,02-12-2024,True,STANDARD
171,user171@outlook.com,jane,Brown,-5,f,usa,social_media,2023-05-01,Yes,Premium
172,user172@company.org,Jane,davis,-5,F,United Kingdom,email,04-07-2024,TRUE,Basic
173,user173@gmail.com,Mike,davis,,F,usa,paid_search,06/11/2023,No,premium
174,user174@gmail.com,,davis,twenty-five,Male,GB,email,2023-01-27,0,Basic
175,user175@gmail.com,jane,,150,,US,paid_search,02/12/2024,FALSE,
176,user176@gmail.com,,davis,twenty-five,,United States,email,03/17/2023,True,STANDARD
177,user177@gmail.com,,Williams,,Male,Canada,social_media,02/26/2023,FALSE,STANDARD
178,user178@gmail.com,David,Brown,twenty-five,male,United States,organic_search,18-10-2023,,Premium
179,user179@gmail.com,,Williams,twenty-five,,Canada,direct,05-29-2024,1,Premium
180,user180@outlook.com,Sarah,,57,f,United Kingdom,email,25-03-2023,TRUE,premium
181,user181@gmail.com,JOHN,JONES,47,M,United States,organic_search,2023/09/08,True,premium
182,user182@hotmail.com,Emily,davis,-5,m,United States,email,20-04-2024,,STANDARD
183,user183@gmail.com,jane,Johnson,150,Female,United States,direct,2023-04-19,1,Basic
184,user184@gmail.com,JOHN,Brown,,female,GB,referral,29-01-2024,No,Standard
185,user185@gmail.com,jane,,-5,f,USA,organic_search,2024-05-25,True,STANDARD
186,user186@gmail.com,Sarah,davis,21,male,UK,social_media,04-13-2024,False,Basic
187,user187@yahoo.com,JOHN,Williams,-5,female,CA,referral,03-07-2024,1,premium
188,user188@gmail.com,Sarah,davis,-5,F,CA,paid_search,02-22-2023,False,STANDARD
189,user189@gmail.com,,Johnson,26,m,Canada,paid_search,14-10-2023,,Basic
190,user190@company.org,,Smith,20,Male,Canada,email,2023/05/28,,premium
191,user191@gmail.com,,Williams,twenty-five,female,United States,email,2023/06/02,TRUE,STANDARD
192,user192@gmail.com,,,twenty-five,male,UK,referral,2023-12-11,FALSE,Basic
193,user193@company.org,,JONES,68,,UK,direct,20-11-2024,No,
194,user194@gmail.com,Mike,,,M,GB,paid_search,2023-02-22,No,Premium
195,user195@gmail.com,Mike,,,m,United Kingdom,organic_search,03-27-2024,False,
196,user196@gmail.com,,Brown,-5,f,United Kingdom,organic_search,2023/03/05,FALSE,Standard
197,user197@gmail.com,Emily,davis,-5,,UK,social_media,04/15/2024,No,Basic
198,user198@outlook.com,David,Brown,150,female,UK,referral,25-07-2024,,
199,user199@company.org,JOHN,davis,,male,USA,referral,08-10-2023,0,Basic
200,user200@gmail.com,jane,Brown,twenty-five,male,United Kingdom,social_media,28-03-2024,Yes,Premium
201,user201@gmail.com,Sarah,Brown,twenty-five,Female,usa,paid_search,2024-09-22,0,premium
202,user202@gmail.com,Jane,Williams,twenty-five,Male,CA,email,2023/12/05,False,
203,user203@gmail.com,David,davis,36,F,GB,email,07/24/2023,,
204,user204@gmail.com,Mike,,,M,CA,referral,2023/02/08,Yes,
205,user205@gmail.com,John,JONES,twenty-five,F,Canada,paid_search,24-10-2023,False,
206,user206@gmail.com,Mike,,,F,Canada,email,07/10/2024,False,
207,user207@gmail.com,John,davis,-5,,usa,email,09/21/2023,True,premium
208,user208@gmail.com,JOHN,Johnson,,f,Canada,social_media,06/11/2024,1,Basic
209,user209@outlook.com,Emily,JONES,twenty-five,M,U.S.A,email,28-01-2024,No,Premium
210,user210@outlook.com,Mike,,twenty-five,male,US,email,14-11-2024,FALSE,STANDARD
211,user211@hotmail.com,jane,Williams,twenty-five,female,CA,paid_search,08-15-2023,False,STANDARD
212,user212@gmail.com,Sarah,Johnson,150,,Canada,social_media,2024-11-11,0,Premium
213,user213@gmail.com,Sarah,Williams,-5,,UK,social_media,2024-07-14,No,
214,user214@gmail.com,,,69,f,United States,email,08-20-2024,True,premium
215,user215@company.org,David,Smith,-5,M,usa,social_media,07-31-2024,0,Premium
216,user216@gmail.com,Jane,Smith,75,f,USA,email,09-03-2024,True,Standard
217,user217@gmail.com,JOHN,davis,150,f,CA,organic_search,2023/05/19,0,
218,user218@gmail.com,Mike,davis,,,CA,social_media,11-08-2024,Yes,
219,user219@gmail.com,John,JONES,twenty-five,m,United Kingdom,paid_search,2023/08/17,No,Standard
220,user220@gmail.com,David,Brown,74,M,CA,referral,04-16-2024,1,Standard
221,user221@yahoo.com,jane,Smith,33,m,UK,social_media,07/31/2023,,Standard
222,user222@outlook.com,Sarah,davis,twenty-five,female,usa,paid_search,27-02-2023,Yes,
223,user223@outlook.com,David,Smith,twenty-five,Male,CA,email,06-17-2024,False,Premium
224,user224@gmail.com,JOHN,davis,150,m,United States,organic_search,19-12-2023,True,Standard
225,user225@gmail.com,Sarah,JONES,,f,USA,organic_search,07-04-2024,True,premium
226,user226@gmail.com,JOHN,Brown,,female,US,email,2024/07/24,FALSE,Premium
227,user227@gmail.com,Sarah,Smith,150,,GB,direct,2024-07-02,0,Standard
228,user228@gmail.com,,Brown,,female,U.S.A,organic_search,2024-08-24,No,Standard
229,user229@gmail.com,jane,Brown,twenty-five,Female,CA,referral,05/01/2023,,Basic
230,user230@gmail.com,,davis,-5,female,United Kingdom,paid_search,2023/10/17,False,Premium
231,user231@gmail.com,Emily,Brown,-5,m,USA,social_media,04-25-2024,No,
232,user232@company.org,David,Williams,-5,Female,CA,paid_search,05-30-2023,No,premium
233,user233@gmail.com,Emily,JONES,150,f,UK,paid_search,07/17/2024,FALSE,Standard
234,user234@gmail.com,jane,Williams,twenty-five,M,United Kingdom,paid_search,2023-05-24,0,
235,user235@gmail.com,JOHN,Williams,,F,United States,email,2023-02-19,No,STANDARD
236,user236@gmail.com,,,150,M,USA,social_media,04-11-2024,,premium
237,user237@outlook.com,,JONES,twenty-five,m,United States,organic_search,2023-01-13,0,STANDARD
238,user238@outlook.com,Emily,JONES,150,F,Canada,email,2023/06/02,False,STANDARD
239,user239@gmail.com,Sarah,JONES,61,M,US,paid_search,2023/09/07,True,premium
240,user240@gmail.com,John,Williams,150,m,Canada,email,07-19-2024,0,STANDARD
241,user241@company.org,David,Smith,-5,,GB,direct,2023-02-13,Yes,Basic
242,user242@gmail.com,,Williams,150,F,U.S.A,direct,01/17/2023,No,STANDARD
243,user243@gmail.com,,davis,,F,United Kingdom,direct,03-02-2024,1,Premium
244,user244@yahoo.com,Emily,,-5,M,U.S.A,organic_search,2024/03/23,False,Standard
245,user245@gmail.com,JOHN,,twenty-five,m,US,email,12-31-2023,TRUE,Standard
246,user246@outlook.com,Mike,,,m,Canada,direct,31-12-2024,0,Premium
247,user247@gmail.com,jane,davis,-5,F,United States,organic_search,2023-01-06,Yes,premium
248,user248@gmail.com,,,24,F,Canada,direct,04-04-2024,0,STANDARD
249,user249@gmail.com,JOHN,Smith,150,m,US,direct,09-04-2024,No,STANDARD
250,user250@company.org,Mike,Williams,-5,male,UK,referral,06/17/2024,0,Standard
251,user251@outlook.com,jane,Johnson,-5,Female,UK,organic_search,03-21-2024,No,premium
252,user252@yahoo.com,JOHN,davis,twenty-five,m,Canada,organic_search,2023/04/20,FALSE,premium
253,user253@gmail.com,Mike,JONES,twenty-five,Female,UK,referral,28-10-2024,Yes,premium
254,user254@company.org,,Brown,150,male,CA,organic_search,23-11-2023,0,STANDARD
255,user255@gmail.com,,Williams,twenty-five,M,UK,email,07/24/2023,False,Basic
256,user256@company.org,jane,Williams,-5,Female,U.S.A,paid_search,12/10/2024,True,premium
257,user257@gmail.com,,,150,,United Kingdom,direct,2023/03/17,,Premium
258,user258@gmail.com,,Johnson,,female,United States,social_media,01-04-2024,1,STANDARD
259,user259@gmail.com,JOHN,davis,150,F,USA,paid_search,2024-10-22,TRUE,Standard
260,user260@gmail.com,,Brown,-5,m,UK,email,06-06-2024,,Standard
261,user261@gmail.com,jane,Johnson,150,F,US,paid_search,12/20/2023,FALSE,Basic
262,user262@gmail.com,Sarah,,150,F,UK,direct,2023/12/18,FALSE,Premium
263,user263@yahoo.com,John,davis,59,Male,usa,email,11-04-2023,Yes,STANDARD
264,user264@gmail.com,JOHN,,150,Male,United States,paid_search,2023/06/13,True,Premium
265,user265@gmail.com,jane,,42,Female,usa,referral,20-09-2024,0,STANDARD
266,user266@gmail.com,,Williams,-5,Female,UK,social_media,2023-04-15,TRUE,
267,user267@gmail.com,Emily,,150,,US,social_media,16-05-2024,FALSE,premium
268,user268@outlook.com,,Johnson,,female,US,social_media,09/24/2024,TRUE,Premium
269,user269@gmail.com,Mike,,twenty-five,Male,GB,organic_search,2023/07/07,True,Standard
270,user270@gmail.com,Mike,Williams,-5,Male,United States,organic_search,13-05-2024,False,STANDARD
271,user271@gmail.com,John,,,m,United Kingdom,referral,02-24-2023,False,premium
272,user272@gmail.com,jane,,28,,USA,referral,12/02/2024,TRUE,Premium
273,user273@outlook.com,Mike,,150,,United Kingdom,referral,2023-10-09,0,Basic
274,user274@gmail.com,Emily,Smith,150,,usa,direct,2024/07/10,0,
275,user275@gmail.com,David,Smith,-5,female,US,paid_search,2024/10/31,0,Standard
276,user276@gmail.com,,davis,twenty-five,m,United States,paid_search,08-03-2023,Yes,Standard
277,user277@gmail.com,,davis,-5,,United Kingdom,social_media,07/31/2023,FALSE,
278,user278@outlook.com,,Johnson,150,M,U.S.A,paid_search,10/27/2023,Yes,Standard
279,user279@gmail.com,Sarah,,,,U.S.A,social_media,2023/05/30,True,premium
280,user280@gmail.com,Jane,,-5,female,UK,social_media,2023/03/19,FALSE,STANDARD
281,user281@gmail.com,Jane,,-5,F,United Kingdom,referral,2023/01/03,No,premium
282,user282@gmail.com,Emily,JONES,twenty-five,,United States,organic_search,08-05-2023,False,Basic
283,user283@gmail.com,John,Johnson,150,M,US,organic_search,11/29/2024,False,premium
284,user284@gmail.com,JOHN,Brown,,male,United States,email,01-01-2023,0,
285,user285@outlook.com,Mike,Smith,-5,Female,CA,paid_search,2024-01-05,0,Premium
286,user286@gmail.com,Mike,Brown,150,M,USA,email,07-08-2023,0,premium
287,user287@yahoo.com,Sarah,,23,F,Canada,paid_search,11-12-2024,TRUE,Standard
288,user288@gmail.com,Mike,Williams,twenty-five,,USA,paid_search,01-27-2024,Yes,premium
289,user289@gmail.com,Mike,,150,Female,US,organic_search,2023-12-26,Yes,Premium
290,user290@gmail.com,Emily,,,Female,U.S.A,paid_search,2024-08-26,No,STANDARD
291,user291@gmail.com,,JONES,67,male,usa,email,09-07-2024,,Standard
292,user292@yahoo.com,Sarah,,42,Female,UK,email,02-06-2024,0,STANDARD
293,user293@gmail.com,Emily,Williams,twenty-five,m,Canada,referral,01-13-2023,Yes,premium
294,user294@yahoo.com,John,JONES,31,M,CA,organic_search,03-16-2023,TRUE,
295,user295@gmail.com,JOHN,,150,F,United Kingdom,email,12-30-2024,Yes,Basic
296,user296@gmail.com,,Brown,,,Canada,paid_search,2023/03/27,0,Basic
297,user297@gmail.com,Sarah,Smith,33,m,US,social_media,2024/12/16,1,Basic
298,user298@gmail.com,Mike,Johnson,,M,United States,email,2024/11/13,FALSE,STANDARD
299,user299@gmail.com,David,Williams,,male,US,paid_search,2024-06-13,FALSE,premium
300,user300@gmail.com,David,Johnson,150,,Canada,email,2023-10-06,False,STANDARD
301,user301@gmail.com,David,Johnson,twenty-five,F,usa,email,06-20-2023,1,Premium
302,user302@company.org,Emily,,,M,United Kingdom,paid_search,2023/01/13,No,Basic
303,user303@gmail.com,Emily,JONES,70,,Canada,paid_search,2023-09-12,,
304,user304@yahoo.com,JOHN,Johnson,150,male,U.S.A,paid_search,23-02-2023,0,STANDARD
305,user305@hotmail.com,David,JONES,twenty-five,Female,UK,social_media,12-04-2024,False,Standard
306,user306@gmail.com,Sarah,Williams,150,M,usa,direct,07-13-2024,FALSE,
307,user307@gmail.com,Emily,Smith,150,male,US,paid_search,12/11/2024,,Standard
308,user308@gmail.com,John,Williams,-5,F,USA,organic_search,03/05/2024,,premium
309,user309@gmail.com,jane,Johnson,55,,United States,social_media,2024/12/18,0,STANDARD
310,user310@hotmail.com,Sarah,JONES,-5,m,Canada,organic_search,04-08-2024,False,Basic
311,user311@hotmail.com,Mike,Johnson,27,Male,UK,organic_search,2023/08/28,FALSE,premium
312,user312@gmail.com,Sarah,,150,male,US,email,2023-05-04,Yes,
313,user313@gmail.com,,Smith,-5,Male,US,email,11/08/2023,FALSE,premium
314,user314@outlook.com,David,Williams,150,f,United Kingdom,direct,06-09-2024,No,Premium
315,user315@hotmail.com,Jane,Smith,,Male,usa,referral,2024/04/18,FALSE,
316,user316@gmail.com,Jane,JONES,70,M,US,social_media,10/07/2024,False,Standard
317,user317@gmail.com,Emily,Johnson,150,M,United States,organic_search,04-05-2023,True,
318,user318@gmail.com,JOHN,,-5,Female,United States,email,09-02-2024,TRUE,premium
319,user319@hotmail.com,David,,twenty-five,f,USA,email,2023-06-02,TRUE,premium
320,user320@gmail.com,,Brown,twenty-five,M,CA,organic_search,21-05-2023,False,STANDARD
321,user321@gmail.com,,davis,-5,Male,USA,paid_search,11-05-2024,No,Premium
322,user322@company.org,,davis,twenty-five,Female,United States,social_media,2023-10-15,No,
323,user323@yahoo.com,Sarah,,,Male,usa,social_media,09-04-2023,FALSE,
